,titleabstract,decision
251,"Irradiation of adult human dental pulp stem cells provokes activation of p53, cell cycle arrest, and senescence but not apoptosis. Adult human dental pulp contains stem cells (DPSCs) that are capable of differentiation into osteoblasts, odontoblasts, adipocytes, and neuronal-like cells. Because these cells have potential use in tissue regeneration, herein we characterized the response of DPSC lines to ionizing radiation (IR). These DPSC lines have been developed from the extracted molars of healthy donors. DPSCs were cultivated in a unique media supplemented with epidermal growth factor (EGF) and platelet-derived growth factor (PDGF). Since tissue homeostasis depends on a precise balance among cell proliferation, senescence, and cell death, we explored the effects of IR (2-20 Gy) on the proliferative activity of DPSCs and the molecular pathways involved. Even the highest dose used (20 Gy) did not induce DPSC apoptosis. After irradiation with doses of 6 and 20 Gy, DPSCs accumulated in the G2 phase of the cell cycle. DPSCs responded to IR (20 Gy) with senescence detected as SA-beta-galactosidase positivity, beginning on the third day after irradiation. Twenty-four hours after irradiation, p53 and its serine 15 and 392 phosphorylated forms were detected. At this time, p21 (WAF1) was induced. Increases in protein p16 were observed from the third day following irradiation and continued till the end of the examination (Day 13). We conclude that DPSCs respond to IR-induced damage by permanent cell cycle arrest in the G2 phase and by stress-induced premature senescence. © 2010, Mary Ann Liebert, Inc.",Included
256,"Lung cancer mortality associated with protracted low-dose occupational radiation exposures and smoking behaviors in U.S. radiologic technologists, 1983-2012. In the Japanese atomic bomb survivors, risk of lung cancer has been shown to increase with greater acute exposure to ionizing radiation. Although similar findings have been observed in populations exposed to low-dose, protracted radiation, such studies lack information on cigarette smoking history, a potential confounder. In a cohort of 106 068 U.S. radiologic technologists, we examined the association between estimated cumulative lung absorbed dose from occupational radiation exposure and lung cancer mortality. Poisson regression models, adjusted for attained age, sex, birth cohort, pack-years smoked and years since quitting smoking, were used to calculate linear excess relative risks (ERR) per 100 mGy, using time-dependent cumulative lung absorbed dose, lagged 10 years. Mean cumulative absorbed dose to the lung was 25 mGy (range: 0-810 mGy). During the 1983 to 2012 follow-up, 1090 participants died from lung cancer. Greater occupational radiation lung dose was not associated with lung cancer mortality overall (ERR per 100 mGy: -0.02, 95% CI: <0-0.13). However, significant dose-response relationships were observed for some subgroups, which might be false-positive results given the number of statistical tests performed. As observed in other studies of radiation and smoking, the interaction between radiation and smoking appeared to be sub-multiplicative with an ERR per 100 mGy of 0.41 (95% CI: 0.01-1.15) for those who smoked <20 pack-years and -0.03 (95% CI: <0-0.15) for those who smoked >=20 pack-years. Our study provides some evidence that greater protracted radiation exposure in the low-dose range is positively associated with lung cancer mortality.Copyright © 2020 UICC",Included
262,"Protection of radiation-induced damage to the hematopoietic system, small intestine and salivary glands in rats by JNJ7777120 compound, a histamine H4 ligand. Based on previous data on the histamine radioprotective effect on highly radiosensitive tissues, in the present work we aimed at investigating the radioprotective potential of the H4R ligand, JNJ7777120, on ionizing radiation-induced injury and genotoxic damage in small intestine, salivary glands and hematopoietic tissue. For that purpose, rats were divided into 4 groups. JNJ7777120 and JNJ7777120-irradiated groups received a daily subcutaneous JNJ7777120 injection (10 mg/kg) starting 24 h before irradiation. Irradiated groups received a single dose of 5 Gy on whole-body using Cesium-137 source and were sacrificed 3 or 30 days after irradiation. Tissues were removed, fixed, stained with hematoxylin and eosin or PAS staining and histological characteristics were evaluated. Proliferative and apoptotic markers were studied by immunohistochemistry, while micronucleus assay was performed to evaluate DNA damage. Submandibular gland (SMG) function was evaluated by methacholine-induced salivation. Results indicate that JNJ7777120 treatment diminished mucosal atrophy and preserved villi and the number of crypts after radiation exposure (240+/-8 vs. 165+/-10, P<0.01). This effect was associated to a reduced apoptosis and DNA damage in intestinal crypts. JNJ7777120 reduced radiation-induced aplasia, preserving medullar components and reducing formation of micronucleus and also it accelerated bone marrow repopulation. Furthermore, it reduced micronucleus frequency in peripheral blood (27+/-8 vs. 149+/-22, in 1,000 erythrocytes, P<0.01). JNJ7777120 completely reversed radiation-induced reduced salivation, conserving glandular mass with normal histological appearance and reducing apoptosis and atrophy of SMG. JNJ7777120 exhibits radioprotective effects against radiation-induced cytotoxic and genotoxic damages in small intestine, SMG and hematopoietic tissues and, thus, could be of clinical value for patients undergoing radiotherapy.",Included
271,[Fear of roentgen rays justified?],Included
273,Total central lymphatic irradiation for stage III nodular malignant lymphoreticular tumors,Included
280,Experience with large fractionating in megavolt radiation therapy of tumors of the upper jaw,Included
281,Evaluation of palliative irradiation in rectal carcinoma,Included
298,"Registry of Plutonium-induced Lung Fibrosis in a Russian Nuclear Worker Cohort. A registry of plutonium-induced lung fibrosis diagnosed in members of a cohort of the first Russian nuclear industry facility Mayak Production Association was established. The registry includes 188 plutonium-induced lung fibrosis diagnoses: 117 (62.23%) in males and 71 (37.77%) in females. This paper describes the structure and detailed characteristics of the registry. Plutonium-induced lung fibrosis was shown to have no association with cumulative lung absorbed dose from external gamma rays as of the date of diagnosis. On the contrary, the plutonium-induced lung fibrosis rate was shown to be associated with cumulative lung absorbed dose from incorporated alpha particles and to increase significantly with increasing dose from internal radiation exposure. This paper discusses potential applications of the registry to scientific investigations in the future.",Included
301,"Cell Salvage During Liver Transplantation for Hepatocellular Carcinoma: A Retrospective Analysis of Tumor Recurrence Following Irradiation of the Salvaged Blood. BACKGROUND: Orthotopic liver transplantation (OLT) is the treatment option for early-stage hepatocellular carcinoma (HCC). OLT is often associated with high blood loss, requiring blood transfusion. Retransfusion of autologous blood is a key part of blood conservation. There are, however, concerns that the retransfusion of salvaged blood might cause the spread of cancer cells and induce metastasis. Irradiation of salvaged blood before retransfusion eliminates viable cancer cells. Here, we analyzed the incidence of tumor recurrence in patients with HCC undergoing OLT who received irradiated cell-salvaged blood during transplant surgery., METHODS: We retrospectively analyzed patients undergoing OLT for HCC between 2002 and 2018 at our center. We compared the tumour recurrence in patients who received no retransfusion of autologous blood with patients who received autologous blood with or without preceding irradiation of the blood., RESULTS: Fifty-one (40 male, 11 female) patients were included in the analysis; 10 patients developed tumor recurrence within a time period of 2.45 +/- 2.0 years. Statistical analysis revealed that there was no significant difference in tumor recurrence between patients who received autologous blood with or without irradiation., CONCLUSION: Intraoperative transfusion of cell-salvaged blood did not increase tumor recurrence rates. Cell salvage should be used in liver transplantation of HCC patients as part of a blood conservation strategy. The effect of blood irradiation on tumor recurrence could not be definitively evaluated. Copyright © 2021 Elsevier Inc. All rights reserved.",Included
314,"Curvature in the cancer mortality dose response in Japanese atomic bomb survivors: absence of evidence of threshold. PURPOSES: To investigate the evidence for a threshold in the cancer dose-response curve., MATERIALS AND METHODS: Japanese atomic bomb survivor cancer mortality data, based on follow-up to 1990, was used, taking account of random errors in DS86 dose estimates., RESULTS: For all solid cancers analysed together, there is a significant positive dose response (two-sided p<0.05) if all survivors who received <0.5 Sv are considered, but the significance vanishes if doses of <0.2 Sv are considered; the same is also true for leukaemia. For solid cancer mortality there is no indication of curvilinearity in the dose response: no statistically significant improvement in fit to a linear relative risk model is provided by addition of quadratic or threshold dose terms. If a relative risk model with a threshold (the dose response is assumed linear above the threshold) is fitted to solid cancer mortality data, the best estimate of the threshold is < 0.00 Sv (95% CI <0.00-0.13). If a linear-quadratic-threshold model is used the best estimate of the threshold is < 0.00 Sv (95% CI < 0.00-0.15). For leukaemia mortality there is highly statistically significant upward curvature in the dose response. In particular, if a relative risk model with a threshold (the dose response is assumed linear above the threshold) is fitted to the leukaemia data, the best estimate of the threshold is 0.16 Sv (95% CI 0.05-0.40) (two-sided p=0.001 for test of departure of threshold from 0). However, there is no evidence for a threshold effect (two-sided p = 0.16) when a quadratic term is included in the dose response: the best estimate of threshold in this case is 0.09Sv (95% CI <0.00-0.29). Moreover, addition of a quadratic term improves the fit of a linear-threshold model at borderline levels of statistical significance (two-sided p = 0.07). Therefore, the most parsimonious description of the leukaemia dose response is provided by a linear-quadratic function of dose., CONCLUSIONS: There is no evidence of threshold-type departures from the linear-quadratic dose response either for solid tumours or for leukaemia in the Japanese atomic bomb survivor mortality data.",Included
323,Palliative irradiation of bronchogenic carcinoma: split-dose technique,Included
324,"Generation of a Transcriptional Radiation Exposure Signature in Human Blood Using Long-Read Nanopore Sequencing. In the event of a large-scale event leading to acute ionizing radiation exposure, high-throughput methods would be required to assess individual dose estimates for triage purposes. Blood-based gene expression is a broad source of biomarkers of radiation exposure which have great potential for providing rapid dose estimates for a large population. Time is a crucial component in radiological emergencies and the shipment of blood samples to relevant laboratories presents a concern. In this study, we performed nanopore sequencing analysis to determine if the technology can be used to detect radiation-inducible genes in human peripheral blood mononuclear cells (PBMCs). The technology offers not only long-read sequencing but also a portable device which can overcome issues involving sample shipment, and provide faster results. For this goal, blood from nine healthy volunteers was 2 Gy ex vivo X irradiated. After PBMC isolation, irradiated samples were incubated along with the controls for 24 h at 37degreeC. RNA was extracted, poly(A)+ enriched and reverse-transcribed before sequencing. The data generated was analyzed using a Snakemake pipeline modified to handle paired samples. The sequencing analysis identified a radiation signature consisting of 46 differentially expressed genes (DEGs) which included 41 protein-coding genes, a long non-coding RNA and four pseudogenes, five of which have been identified as radiation-responsive transcripts for the first time. The genes in which transcriptional expression is most significantly modified after radiation exposure were APOBEC3H and FDXR, presenting a 25-and 28-fold change on average, respectively. These levels of transcriptional response were comparable to results we obtained by quantitative polymerase chain reaction (qPCR) analysis. In vivo exposure analyses showed a transcriptional radioresponse at 24 h postirradiation for both genes together with a strong dose-dependent response in blood irradiated ex vivo. Finally, extrapolating from the data we obtained, the minimum sequencing time required to detect an irradiated sample using APOBEC3H transcripts would be less than 3 min for a total of 50,000 reads. Future improvements, in sample processing and bioinformatic pipeline for specific radiation-responsive transcript identification, will allow the provision of a portable, rapid, real-time biodosimetry platform based on this new sequencing technology. In summary, our data show that nanopore sequencing can identify radiation-responsive genes and can also be used for identification of new transcripts.Copyright © 2020 by Radiation Research Society. All rights of reproduction in any form reserved.",Included
327,The elimination of N-methyl-14C-pethidine and its radioactive metabolites in irradiated rats,Included
335,"Comparative genomic hybridization analysis of radiation-associated and sporadic meningiomas. Ionizing irradiation to the skull is a known risk factor for meningioma development. To gain insight into the molecular mechanisms that underlie radiation-associated meningioma (RAM), we characterized the somatic genetic alterations in 16 RAMs by using comparative genomic hybridization and compared the pattern of alterations with 17 nonradiation-associated meningiomas (non-RAM). Most tumors (29/33;87.9%) displayed at least one DNA copy number alteration, and 11 out of 33 (33%) exhibited four or more changes. The mean number of DNA copy number changes was similar in RAMs (2.4+/-1.9) and in non-RAMs (2.5+/-1.9). The most common DNA losses were noted in chromosome 22 (56.2% in RAM, and 47% in non-RAM) and chromosome 1 (37.5% in RAM and 35.3% in non-RAM), with no significant differences between the two groups. Noteworthy, gain in DNA copy number of chromosomes 8 and 12 was detected in two RAM tumors only. In conclusion, no significant differences were noted between RAMs and non-RAMs regarding the number of genetic changes and the extent and frequency of chromosomes 1 and 22 losses. These preliminary data suggest that the tumorogenic pathways of meningioma formation are similar, regardless of previous skull irradiation.",Included
341,Mutation in higher organisms,Included
357,[Correlation of the thiol level in bone marrow cells with the age-related changes in the radiosensitivitiy of mice],Included
360,Rib fractures following radiation therapy for cancer of the lung,Included
364,"16. The fraction of cancer attributable to lifestyle and environmental factors in the UK in 2010. This chapter summarises the results of the preceding sections, which estimate the fraction of cancers occurring in the UK in 2010 that can be attributed to sub-optimal, past exposures of 14 lifestyle and environmental risk factors. For each of 18 cancer types, we present the percentage of cases attributable to one or all of the risk factors considered (tobacco, alcohol, four elements of diet (consumption of meat, fruit and vegetables, fibre, and salt), overweight, lack of physical exercise, occupation, infections, radiation (ionising and solar), use of hormones, and reproductive history (breast feeding)).Exposure to less than optimum levels of the 14 factors was responsible for 42.7% of cancers in the UK in 2010 (45.3% in men, 40.1% in women)-a total of about 134 000 cases.Tobacco smoking is by far the most important risk factor for cancer in the UK, responsible for 60 000 cases (19.4% of all new cancer cases) in 2010. The relative importance of other exposures differs by sex. In men, deficient intake of fruits and vegetables (6.1%), occupational exposures (4.9%) and alcohol consumption (4.6%) are next in importance, while in women, it is overweight and obesity (because of the effect on breast cancer)-responsible for 6.9% of cancers, followed by infectious agents (3.7%).Population- attributable fractions provide a valuable quantitative appraisal of the impact of different factors in cancer causation, and are thus helpful in prioritising cancer control strategies. However, quantifying the likely impact of preventive interventions requires rather complex scenario modelling, including specification of realistically achievable population distributions of risk factors, and the timescale of change, as well as the latent periods between exposure and outcome, and the rate of change following modification in exposure level. © 2011 Cancer Research UK All rights reserved.",Included
369,"Asesment of lymphoid neoplasm risk factors in people ocupationaly exposed to prolonged ionizing radiation. Objective: To estimate the incidence of malignant neoplasms of lymphoid tissue (MNLT) among employees of the Siberian Chemical Combine (SC) occupationally exposed to prolonged ionizing radiation. Material and Methods. The study included 44,041 employees of the SC, of whom 16,938 were occupationally exposed to prolonged low-intensity ionizing radiation (IR). Of 295 cases with hemoblastoses, there were 89 with occupational exposure to IR. The structure and incidence of hemoblastoses (based on the number of person-years of observation, (PYO), as well as the standardized relative risk (SRR) of their development and excess relative risk (ERR) per unit dose of radiation (Gr) were evaluated. Calculation of SRR was carried out for the following intervals of the total dose of external exposure: 0; >0-0.05; >0.05-0.10; >0.10-0.15; >0.15-0.20; >0.20-0.30; >0.30-0.50; >0.5-1.0; >= 1.0 G y. The control group consisted of occupationally non-exposed employees of the SC. The calculation of SRR and ERR was performed using the Poisson regression using the AM FIT module of the EPICU RE package. Results. The incidence of MNLT among males of SC was 17.1 per 100,000 P YO, with the highest incidence rates for Non-Hodgkin's lymphoma (NHL), chronic lymphocytic leukemia (CL) and chronic leukemia (CL) excluding CL. Among females of the SC, the incidence of MNLT was 21.3 per 100,000 PYO. It was found that in none of the intervals of the external exposure there was no statistically significant excess of the SRR compared with the control group. The results of ERR/Gy calculation also did not demonstrate the increased risk of hemoblastosis among people occupationally exposed to IR. Conclusion. Occupational exposure in the studied dose range does not increase the risk of developing MNLT.Copyright © 2020, Tomsk National Research Medical Center of the Russian Academy of Sciences. All rights reserved.",Included
378,The protective effect of hypoxia against repeated irradiation of mice,Included
